rule_id,graph,guideline,node,severity,effect_type,condition,actions,clinical_question,expected_answer,evidence_cited,clinician_agrees,clinician_notes
AKI-NSAID-STOP-FORBIDDEN,kdigo_aki_full,KDIGO AKI 2012 Full,initial_assessment,HIGH,FORBIDDEN,'nsaid' in patient.medications or 'ibuprofen' in patient.medications,"give_nsaid_in_aki, give_cox2_inhibitor_in_aki","Clinical scenario: patient is on nsaid OR patient is on ibuprofen
Context: NSAIDs and COX-2 inhibitors reduce renal blood flow via prostaglandin inhibition; contraindicated in active AKI.
Question: Is it safe to give nsaid in aki, give cox2 inhibitor in aki?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","KDIGO AKI 2012, Section 3.1.1; NSAIDs/COX-2 inhibitors cause afferent arteriole vasoconstriction worsening AKI",,
AKI-ACEI-HOLD,kdigo_aki_full,KDIGO AKI 2012 Full,initial_assessment,HIGH,REQUIRED,'ace_inhibitor' in patient.medications or 'arb' in patient.medications,"hold_ace_inhibitor, hold_arb","Clinical scenario: patient is on ace inhibitor OR patient is on arb
Context: RAAS inhibitors reduce GFR further in acute kidney injury.
Question: Should the clinician hold ace inhibitor, hold arb?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","KDIGO AKI 2012, Section 3.1.2",,
AKI-ACEI-HOLD-FORBIDDEN,kdigo_aki_full,KDIGO AKI 2012 Full,initial_assessment,HIGH,FORBIDDEN,'ace_inhibitor' in patient.medications or 'arb' in patient.medications,"give_ace_inhibitor_in_aki, give_arb_in_aki, start_new_raas_inhibitor_in_aki","Clinical scenario: patient is on ace inhibitor OR patient is on arb
Context: ACE inhibitors and ARBs reduce efferent arteriolar tone; initiating or continuing RAAS blockade in AKI worsens injury.
Question: Is it safe to give ace inhibitor in aki, give arb in aki, start new raas inhibitor in aki?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","KDIGO AKI 2012, Section 3.1.2; RAAS inhibitors reduce efferent arteriole tone lowering GFR further in AKI",,
AKI-HYPERKALEMIA-URGENT,kdigo_aki_full,KDIGO AKI 2012 Full,initial_assessment,CRITICAL,REQUIRED,patient.labs.potassium > 6.0,"give_calcium_gluconate, give_insulin_dextrose, order_ecg_stat","Clinical scenario: serum potassium > 6.0
Context: Severe hyperkalemia in AKI requires immediate cardiac membrane stabilization.
Question: Should the clinician give calcium gluconate, give insulin dextrose, order ecg stat?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required",KDIGO AKI 2012; AHA Hyperkalemia Guidelines,,
AKI-HYPERKALEMIA-URGENT-FORBIDDEN,kdigo_aki_full,KDIGO AKI 2012 Full,initial_assessment,CRITICAL,FORBIDDEN,patient.labs.potassium > 6.0,"give_potassium_in_hyperkalemic_aki, give_succinylcholine_in_hyperkalemic_aki, give_spironolactone_in_hyperkalemic_aki","Clinical scenario: serum potassium > 6.0
Context: Potassium supplementation, succinylcholine (releases K+ from muscle), and spironolactone worsen fatal hyperkalemia in AKI.
Question: Is it safe to give potassium in hyperkalemic aki, give succinylcholine in hyperkalemic aki, give spironolactone in hyperkalemic aki?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO AKI 2012; AHA Hyperkalemia Guidelines; potassium-sparing agents and exogenous K+ are contraindicated in K+ > 6.0,,
AKI-METFORMIN-HOLD,kdigo_aki_full,KDIGO AKI 2012 Full,initial_assessment,HIGH,REQUIRED,'metformin' in patient.medications,hold_metformin,"Clinical scenario: patient is on metformin
Context: Metformin accumulation in AKI causes fatal lactic acidosis.
Question: Should the clinician hold metformin?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required",KDIGO AKI 2012; FDA Label,,
AKI-METFORMIN-HOLD-FORBIDDEN,kdigo_aki_full,KDIGO AKI 2012 Full,initial_assessment,HIGH,FORBIDDEN,'metformin' in patient.medications,"continue_metformin_in_aki, give_metformin_in_renal_failure","Clinical scenario: patient is on metformin
Context: Metformin is renally cleared; accumulation in AKI causes severe lactic acidosis with high mortality.
Question: Is it safe to continue metformin in aki, give metformin in renal failure?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO AKI 2012; FDA Black Box Warning; metformin accumulation in AKI causes fatal lactic acidosis (mortality 30-50%),,
AKI-RHABDO-BICARB-FLUID,kdigo_aki_full,KDIGO AKI 2012 Full,initial_assessment,HIGH,REQUIRED,'rhabdomyolysis' in patient.comorbidities,"give_aggressive_iv_fluid, give_sodium_bicarbonate_drip","Clinical scenario: patient has rhabdomyolysis
Context: Rhabdomyolysis requires aggressive volume expansion and alkalinization.
Question: Should the clinician give aggressive iv fluid, give sodium bicarbonate drip?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","KDIGO AKI 2012; Bosch X, NEJM 2009",,
AKI-HEPATORENAL-ALBUMIN,kdigo_aki_full,KDIGO AKI 2012 Full,initial_assessment,HIGH,REQUIRED,'hepatorenal_syndrome' in patient.comorbidities or ('cirrhosis' in patient.comorbidities and 'aki' in str(patient.comorbidities)),"give_albumin_infusion, consult_hepatology","Clinical scenario: patient has hepatorenal syndrome OR (patient has cirrhosis AND 'aki' in str(patient.comorbidities))
Context: Hepatorenal syndrome requires albumin expansion and hepatology consult.
Question: Should the clinician give albumin infusion, consult hepatology?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required",KDIGO AKI 2012; EASL Hepatorenal 2018,,
AKI-HEPATORENAL-ALBUMIN-FORBIDDEN,kdigo_aki_full,KDIGO AKI 2012 Full,initial_assessment,HIGH,FORBIDDEN,'hepatorenal_syndrome' in patient.comorbidities or ('cirrhosis' in patient.comorbidities and 'aki' in str(patient.comorbidities)),"give_nsaid_in_hepatorenal, give_aminoglycoside_in_hepatorenal","Clinical scenario: patient has hepatorenal syndrome OR (patient has cirrhosis AND 'aki' in str(patient.comorbidities))
Context: NSAIDs and aminoglycosides are nephrotoxic; in hepatorenal syndrome they accelerate renal failure progression.
Question: Is it safe to give nsaid in hepatorenal, give aminoglycoside in hepatorenal?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO AKI 2012; EASL Hepatorenal 2018; nephrotoxins compound renal injury in hepatorenal syndrome,,
AKI-RHABDO-NO-LR,kdigo_aki_full,KDIGO AKI 2012 Full,initial_assessment,HIGH,FORBIDDEN,'rhabdomyolysis' in patient.comorbidities,"give_lactated_ringer, give_potassium_containing_fluid","Clinical scenario: patient has rhabdomyolysis
Context: Rhabdomyolysis causes hyperkalemia; avoid potassium-containing fluids like LR.
Question: Is it safe to give lactated ringer, give potassium containing fluid?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","KDIGO AKI 2012; Bosch X, NEJM 2009",,
AKI-HYPERKALEMIA-NO-ACE-MRA,kdigo_aki_full,KDIGO AKI 2012 Full,initial_assessment,CRITICAL,FORBIDDEN,patient.labs.potassium > 5.5 and ('ace_inhibitor' in patient.medications or 'mra' in patient.medications),"continue_ace_inhibitor, continue_mra, give_potassium_supplement","Clinical scenario: serum potassium > 5.5 AND (patient is on ace inhibitor OR patient is on mra)
Context: ACE/MRA must be held in AKI with hyperkalemia to prevent fatal arrhythmia.
Question: Is it safe to continue ace inhibitor, continue mra, give potassium supplement?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO AKI 2012; AHA Hyperkalemia Guidelines,,
AKI-HYPERKALEMIA-NO-SUCCINYLCHOLINE,kdigo_aki_full,KDIGO AKI 2012 Full,initial_assessment,CRITICAL,FORBIDDEN,patient.labs.potassium > 5.5,give_succinylcholine,"Clinical scenario: serum potassium > 5.5
Context: Succinylcholine releases potassium from muscle; contraindicated in hyperkalemia.
Question: Is it safe to give succinylcholine?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO AKI 2012; ASA Anesthesia Guidelines,,
AKI-STAGE1-AMINOGLYCOSIDE-SPECIFIC,kdigo_aki_full,KDIGO AKI 2012 Full,initial_assessment,HIGH,FORBIDDEN,"patient.labs.get('creatinine', 0.8) > 1.2","give_aminoglycoside_without_tdm_in_stage1_aki, give_gentamicin_empiric_without_renal_dosing","Clinical scenario: patient.labs.get('creatinine', 0.8) > 1.2
Context: Aminoglycosides in Stage 1 AKI require therapeutic drug monitoring; empiric dosing without renal adjustment causes further injury.
Question: Is it safe to give aminoglycoside without tdm in stage1 aki, give gentamicin empiric without renal dosing?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO AKI 2012 Section 3.1; aminoglycosides without TDM in AKI compound nephrotoxicity,,
AKI-STAGE2-CONTRAST-SPECIFIC,kdigo_aki_full,KDIGO AKI 2012 Full,initial_assessment,HIGH,FORBIDDEN,"patient.labs.get('egfr', 90) < 45","give_iodinated_contrast_without_prep_in_aki_stage2, order_ct_with_contrast_without_nephrology_consult_in_aki","Clinical scenario: patient.labs.get('egfr', 90) < 45
Context: Contrast administration in AKI Stage 2 without hydration and preparation significantly worsens renal injury.
Question: Is it safe to give iodinated contrast without prep in aki stage2, order ct with contrast without nephrology consult in aki?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO AKI 2012 Section 3.2; contrast in AKI Stage 2 without preparation causes further renal injury,,
AKI-STAGE2-K-SUPPLEMENT-SPECIFIC,kdigo_aki_full,KDIGO AKI 2012 Full,initial_assessment,CRITICAL,FORBIDDEN,"patient.labs.get('potassium', 4.0) > 5.0","give_potassium_supplement_in_hyperkalemic_aki_stage2, give_oral_potassium_in_aki_with_elevated_k","Clinical scenario: patient.labs.get('potassium', 4.0) > 5.0
Context: Potassium supplementation when K+ > 5.0 in AKI Stage 2 risks fatal cardiac arrhythmia.
Question: Is it safe to give potassium supplement in hyperkalemic aki stage2, give oral potassium in aki with elevated k?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO AKI 2012 Section 3.2; potassium supplementation with K+ > 5.0 in AKI is dangerous,,
AKI-HYPERKALEMIA-NO-SUCCINYLCHOLINE-SPECIFIC,kdigo_aki_full,KDIGO AKI 2012 Full,initial_assessment,CRITICAL,FORBIDDEN,"patient.labs.get('potassium', 4.0) > 5.5","give_succinylcholine_for_rsi_in_hyperkalemic_aki, use_depolarizing_agent_in_aki_hyperkalemia","Clinical scenario: patient.labs.get('potassium', 4.0) > 5.5
Context: Succinylcholine releases potassium from muscle; in hyperkalemic AKI this causes fatal arrhythmia. Use rocuronium instead.
Question: Is it safe to give succinylcholine for rsi in hyperkalemic aki, use depolarizing agent in aki hyperkalemia?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO AKI 2012; ASA Guidelines; succinylcholine releases 0.5-1.0 mEq/L K+ from muscle in hyperkalemia,,
AKI-STAGE1-NO-AMINOGLYCOSIDE-UNMONITORED,kdigo_aki_full,KDIGO AKI 2012 Full,aki_stage_1_management,HIGH,FORBIDDEN,True,give_aminoglycoside_without_monitoring,"Clinical scenario: True
Context: Converted from unconditional: aminoglycosides without therapeutic drug monitoring compound nephrotoxicity in AKI
Question: Is it safe to give aminoglycoside without monitoring?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO AKI 2012 Section 3.1; aminoglycosides are nephrotoxic and require TDM in AKI,,
AKI-STAGE2-NO-CONTRAST-UNPREPPED,kdigo_aki_full,KDIGO AKI 2012 Full,aki_stage_2_management,HIGH,FORBIDDEN,"patient.labs.get('egfr', 90) < 45",give_contrast_without_preparation,"Clinical scenario: patient.labs.get('egfr', 90) < 45
Context: Converted from unconditional: contrast administration without preparation (hydration, low-osmolar agent) is harmful when eGFR <45 in AKI Stage 2
Question: Is it safe to give contrast without preparation?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO AKI 2012 Section 3.2; contrast without preparation in AKI worsens renal injury,,
AKI-STAGE2-NO-POTASSIUM-IF-HYPERKALEMIA,kdigo_aki_full,KDIGO AKI 2012 Full,aki_stage_2_management,CRITICAL,FORBIDDEN,"patient.labs.get('potassium', 4.0) > 5.0",give_potassium_supplements_if_hyperkalemia,"Clinical scenario: patient.labs.get('potassium', 4.0) > 5.0
Context: Converted from unconditional: potassium supplementation is only forbidden when serum potassium >5.0; in hypokalemic AKI patients, potassium may be needed
Question: Is it safe to give potassium supplements if hyperkalemia?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO AKI 2012 Section 3.2; potassium supplementation in hyperkalemia causes fatal arrhythmia,,
AKI-STAGE3-NO-CONTRAST,kdigo_aki_full,KDIGO AKI 2012 Full,aki_stage_3_management,CRITICAL,FORBIDDEN,"patient.labs.get('creatinine', 1.0) > 4.0",give_contrast,"Clinical scenario: patient.labs.get('creatinine', 1.0) > 4.0
Context: Converted from unconditional: contrast administration in severe AKI (creatinine >4.0) causes further renal injury and may precipitate dialysis need
Question: Is it safe to give contrast?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO AKI 2012 Section 3.3; contrast is nephrotoxic in severe AKI,,
AKI-STAGE3-NO-POTASSIUM,kdigo_aki_full,KDIGO AKI 2012 Full,aki_stage_3_management,CRITICAL,FORBIDDEN,"patient.labs.get('potassium', 4.0) > 5.5",give_potassium,"Clinical scenario: patient.labs.get('potassium', 4.0) > 5.5
Context: Converted from unconditional: potassium supplementation in severe AKI with hyperkalemia (K>5.5) causes fatal cardiac arrhythmia
Question: Is it safe to give potassium?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO AKI 2012 Section 3.3; potassium supplementation in hyperkalemic severe AKI is lethal,,
AKI-STAGE3-NO-MAGNESIUM-ANTACIDS,kdigo_aki_full,KDIGO AKI 2012 Full,aki_stage_3_management,HIGH,FORBIDDEN,True,give_magnesium_containing_antacids,"Clinical scenario: True
Context: Converted from unconditional: magnesium-containing antacids accumulate in severe AKI with reduced clearance, causing hypermagnesemia
Question: Is it safe to give magnesium containing antacids?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO AKI 2012 Section 3.3; magnesium accumulates in severe AKI causing toxicity,,
CAKI-METFORMIN-HOLD-48H,kdigo_contrast_aki,KDIGO Contrast-Associated AKI Prevention,risk_assessment,HIGH,REQUIRED,'metformin' in patient.medications,"hold_metformin_before_contrast, hold_metformin_48h_post","Clinical scenario: patient is on metformin
Context: Metformin must be held before and 48h after iodinated contrast.
Question: Should the clinician hold metformin before contrast, hold metformin 48h post?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required",KDIGO Contrast AKI; ACR Manual on Contrast Media 2024,,
CAKI-METFORMIN-HOLD-48H-FORBIDDEN,kdigo_contrast_aki,KDIGO Contrast-Associated AKI Prevention,risk_assessment,HIGH,FORBIDDEN,'metformin' in patient.medications,"continue_metformin_during_contrast_study, restart_metformin_before_48h_post_contrast","Clinical scenario: patient is on metformin
Context: Metformin must be held before contrast and for 48h after; contrast-induced AKI impairs metformin clearance causing lactic acidosis.
Question: Is it safe to continue metformin during contrast study, restart metformin before 48h post contrast?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",KDIGO Contrast AKI 2012; ACR Contrast Manual 2023; metformin with contrast-induced AKI causes lactic acidosis,,
CAKI-HIGH-RISK-PREHYDRATE,kdigo_contrast_aki,KDIGO Contrast-Associated AKI Prevention,risk_assessment,HIGH,REQUIRED,patient.labs.egfr < 30,"prehydrate_iv_ns, use_lowest_contrast_volume","Clinical scenario: eGFR < 30
Context: eGFR <30 is high risk for contrast nephropathy. Pre-hydration mandatory.
Question: Should the clinician prehydrate iv ns, use lowest contrast volume?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","KDIGO Contrast AKI; Mehran R, JACC 2004",,
